Lookup	ID	Ndex	Species	Forme	Type1	Type2	Ability1	Ability2	AbilityH	HP	Attack	Defense	SpAttack	SpDefense	Speed	Total	Weight	Height	Dex1	Dex2	Class	%Male	%Female	Pre-Evolution	Egg Group 1	Egg Group 2	Type Concat	Ability Concat
Ponyta	77	77	Ponyta	Ponyta	Fire	#N/A	Run Away	Flash Fire	Flame Body	50	85	55	65	65	90	410	66.1 lbs.	3'03"			Fire Horse Pokémon	0.5	0.5	#N/A	Field	#N/A	Fire	Run Away / Flash Fire / Flame Body*
Rapidash	78	78	Rapidash	Rapidash	Fire	#N/A	Run Away	Flash Fire	Flame Body	65	100	70	80	80	105	500	209.4 lbs.	5'07"			Fire Horse Pokémon	0.5	0.5	Ponyta	Field	#N/A	Fire	Run Away / Flash Fire / Flame Body*
Slowpoke	79	79	Slowpoke	Slowpoke	Water	Psychic	Oblivious	Own Tempo	Regenerator	90	65	65	40	40	15	315	79.4 lbs.	3'11"	Its long tail often breaks off. It doesn't really feel any pain, though, and the tail grows back, so Slowpoke isn't particularly bothered.	Alolan home cooking involves drying Slowpoke tails and then simmering them into a salty stew.	Dopey Pokémon	0.5	0.5	#N/A	Monster	Water 1	Water / Psychic	Oblivious / Own Tempo / Regenerator*
Slowbro	80	80	Slowbro	Slowbro	Water	Psychic	Oblivious	Own Tempo	Regenerator	95	75	110	100	80	30	490	173.1 lbs.	5'03"	It spaces out while gazing at the sea. With Shellder's poison flowing through its body, it becomes even spacier.	Whenever Shellder bites down hard on its tail, it gives Slowbro a flash of inspiration...which it forgets a moment later.	Hermit Crab Pokémon	0.5	0.5	Slowpoke	Monster	Water 1	Water / Psychic	Oblivious / Own Tempo / Regenerator*
Magnemite	81	81	Magnemite	Magnemite	Electric	Steel	Magnet Pull	Sturdy	Analytic	25	35	70	95	55	45	325	13.2 lbs.	1'00"	They gather in places where electricity is available. They can be found clinging to the steel towers used to support power lines.	It sends out electromagnetic waves, which let it float through the air. Touching it while it's eating electricity will give you a full-body shock.	Magnet Pokémon	#N/A	#N/A	#N/A	Mineral	#N/A	Electric / Steel	Magnet Pull / Sturdy / Analytic*
Magneton	82	82	Magneton	Magneton	Electric	Steel	Magnet Pull	Sturdy	Analytic	50	60	95	120	70	70	465	132.3 lbs.	3'03"	When three Magnemite link together, their brains also become one. They do not become three times more intelligent.	It has about three times the electrical power of Magnemite. For some reason, outbreaks of this Pokémon happen when lots of sunspots appear.	Magnet Pokémon	#N/A	#N/A	Magnemite	Mineral	#N/A	Electric / Steel	Magnet Pull / Sturdy / Analytic*
Farfetch'd	83	83	Farfetch'd	Farfetch'd	Normal	Flying	Keen Eye	Inner Focus	Defiant	52	90	55	58	62	60	377	33.1 lbs.	2'07"			Wild Duck Pokémon	0.5	0.5	#N/A	Flying	Field	Normal / Flying	Keen Eye / Inner Focus / Defiant*
Doduo	84	84	Doduo	Doduo	Normal	Flying	Run Away	Early Bird	Tangled Feet	35	85	45	35	35	75	310	86.4 lbs.	4'07"			Twin Bird Pokémon	0.5	0.5	#N/A	Flying	#N/A	Normal / Flying	Run Away / Early Bird / Tangled Feet*
Dodrio	85	85	Dodrio	Dodrio	Normal	Flying	Run Away	Early Bird	Tangled Feet	60	110	70	60	60	100	460	187.8 lbs.	5'11"			Triple Bird Pokémon	0.5	0.5	Doduo	Flying	#N/A	Normal / Flying	Run Away / Early Bird / Tangled Feet*
Seel	86	86	Seel	Seel	Water	#N/A	Thick Fat	Hydration	Ice Body	65	45	55	45	70	45	325	198.4 lbs.	3'07"			Sea Lion Pokémon	0.5	0.5	#N/A	Water 1	Field	Water	Thick Fat / Hydration / Ice Body*
Dewgong	87	87	Dewgong	Dewgong	Water	Ice	Thick Fat	Hydration	Ice Body	90	70	80	70	95	70	475	264.6 lbs.	5'07"			Sea Lion Pokémon	0.5	0.5	Seel	Water 1	Field	Water / Ice	Thick Fat / Hydration / Ice Body*
Grimer	88	88	Grimer	Grimer	Poison	#N/A	Stench	Sticky Hold	Poison Touch	80	80	50	40	50	25	325	66.1 lbs.	2'11"	Its main source of food is the slimy industrial waste of factories. This Pokémon's numbers have been decreasing in recent years.	It was born from sludge transformed by exposure to X-rays from the moon. When its internal load of germs decreases, it dies.	Sludge Pokémon	0.5	0.5	#N/A	Amorphous	#N/A	Poison	Stench / Sticky Hold / Poison Touch*
Muk	89	89	Muk	Muk	Poison	#N/A	Stench	Sticky Hold	Poison Touch	105	105	75	65	100	50	500	66.1 lbs.	3'11"	The stench it gives off will make your nose scrunch up. Still, there are Muk fans who think that's a good thing.	After recent environmental improvements, this Pokémon is now hardly seen at all. People speculate that it may go extinct at some point.	Sludge Pokémon	0.5	0.5	Grimer	Amorphous	#N/A	Poison	Stench / Sticky Hold / Poison Touch*
Shellder	90	90	Shellder	Shellder	Water	#N/A	Shell Armor	Skill Link	Overcoat	30	65	100	45	25	40	305	8.8 lbs.	1'00"	The hardness of its shell surpasses the hardness of a diamond. In days gone by, people used the shells to make shields.	This Pokémon's tongue is always hanging out. It uses its tongue with great dexterity to dig up sand from the seabed in its search for food.	Bivalve Pokémon	0.5	0.5	#N/A	Water 3	#N/A	Water	Shell Armor / Skill Link / Overcoat*
Cloyster	91	91	Cloyster	Cloyster	Water	Ice	Shell Armor	Skill Link	Overcoat	50	95	180	85	45	70	525	292.1 lbs.	4'11"	Its hard shell cannot be shattered—not even by a bomb. The contents of the shell remain unknown.	Excavation of the tombs of ancient hunting tribes has turned up many spears tipped with spikes that had fallen off this Pokémon's shell.	Bivalve Pokémon	0.5	0.5	Shellder	Water 3	#N/A	Water / Ice	Shell Armor / Skill Link / Overcoat*
Gastly	92	92	Gastly	Gastly	Ghost	Poison	Levitate	#N/A	#N/A	30	35	30	100	35	80	310	0.2 lbs.	4'03"	Should a strange light be seen flickering in an abandoned building, Gastly is lurking there.	Although Gastly is barely visible, when it's near, a faint sweet smell lingers.	Gas Pokémon	0.5	0.5	#N/A	Amorphous	#N/A	Ghost / Poison	Levitate
Haunter	93	93	Haunter	Haunter	Ghost	Poison	Levitate	#N/A	#N/A	45	50	45	115	55	95	405	0.2 lbs.	5'03"	It strikes at humans from total darkness. Those licked by its cold tongue grow weaker with each passing day until they die.	It fears the light and revels in the dark. It may be on the verge of extinction in cities that stay brightly lit at night.	Gas Pokémon	0.5	0.5	Gastly	Amorphous	#N/A	Ghost / Poison	Levitate
Gengar	94	94	Gengar	Gengar	Ghost	Poison	Cursed Body	Cursed Body	Cursed Body	60	65	60	130	75	110	500	89.3 lbs.	4'11"	Should you feel yourself attacked by a sudden chill, it is evidence of an approaching Gengar. There is no escaping it. Give up.	It apparently wishes for a traveling companion. Since it was once human itself, it tries to create one by taking the lives of other humans.	Shadow Pokémon	0.5	0.5	Haunter	Amorphous	#N/A	Ghost / Poison	Cursed Body
Onix	95	95	Onix	Onix	Rock	Ground	Rock Head	Sturdy	Weak Armor	35	45	160	30	45	70	385	463.0 lbs.	28'10"			Rock Snake Pokémon	0.5	0.5	#N/A	Mineral	#N/A	Rock / Ground	Rock Head / Sturdy / Weak Armor*
Drowzee	96	96	Drowzee	Drowzee	Psychic	#N/A	Insomnia	Forewarn	Inner Focus	60	48	45	43	90	42	328	71.4 lbs.	3'03"	A Pokémon that nourishes itself by eating dreams, it is thought to share common ancestry with Munna and Musharna.	It finds really fun dreams tasty. When it makes friends with people, it may show them the most delicious dreams it's ever eaten.	Hypnosis Pokémon	0.5	0.5	#N/A	Human-Like	#N/A	Psychic	Insomnia / Forewarn / Inner Focus*
Hypno	97	97	Hypno	Hypno	Psychic	#N/A	Insomnia	Forewarn	Inner Focus	85	73	70	73	115	67	483	166.7 lbs.	5'03"	While it is an extremely dangerous Pokémon, people who are in need of a good, sound sleep call it their savior.	As a matter of course, it makes anyone it meets fall asleep and has a taste of their dreams. Anyone having a good dream, it carries off.	Hypnosis Pokémon	0.5	0.5	Drowzee	Human-Like	#N/A	Psychic	Insomnia / Forewarn / Inner Focus*
Krabby	98	98	Krabby	Krabby	Water	#N/A	Hyper Cutter	Shell Armor	Sheer Force	30	105	90	25	25	50	325	14.3 lbs.	1'04"			River Crab Pokémon	0.5	0.5	#N/A	Water 3	#N/A	Water	Hyper Cutter / Shell Armor / Sheer Force*
Kingler	99	99	Kingler	Kingler	Water	#N/A	Hyper Cutter	Shell Armor	Sheer Force	55	130	115	50	50	75	475	132.3 lbs.	4'03"			Pincer Pokémon	0.5	0.5	Krabby	Water 3	#N/A	Water	Hyper Cutter / Shell Armor / Sheer Force*
Voltorb	100	100	Voltorb	Voltorb	Electric	#N/A	Soundproof	Static	Aftermath	40	30	50	55	55	100	330	22.9 lbs.	1'08"			Ball Pokémon	#N/A	#N/A	#N/A	Mineral	#N/A	Electric	Soundproof / Static / Aftermath*
Electrode	101	101	Electrode	Electrode	Electric	#N/A	Soundproof	Static	Aftermath	60	50	70	80	80	150	490	146.8 lbs.	3'11"			Ball Pokémon	#N/A	#N/A	Voltorb	Mineral	#N/A	Electric	Soundproof / Static / Aftermath*
Exeggcute	102	102	Exeggcute	Exeggcute	Grass	Psychic	Chlorophyll	#N/A	Harvest	60	40	80	60	45	40	325	5.5 lbs.	1'04"	Its six eggs use telepathy to communicate among themselves. It is believed to carry plant genes and the genes of other species.	Six of them together form a full-fledged Pokémon. It's often hunted by Crabrawler, but uses psychokinesis to drive it off.	Egg Pokémon	0.5	0.5	#N/A	Grass	#N/A	Grass / Psychic	Chlorophyll / Harvest*
Exeggutor	103	103	Exeggutor	Exeggutor	Grass	Psychic	Chlorophyll	#N/A	Harvest	95	95	85	125	75	55	530	264.6 lbs.	6'07"	Each of its heads has its own will. They use telepathy to discuss their plans before coming to a joint decision.	When the time comes, one of its three heads falls off. Before long, the fallen head grows into an Exeggcute.	Coconut Pokémon	0.5	0.5	Exeggcute	Grass	#N/A	Grass / Psychic	Chlorophyll / Harvest*
Cubone	104	104	Cubone	Cubone	Ground	#N/A	Rock Head	Lightning Rod	Battle Armor	50	50	95	40	50	35	320	14.3 lbs.	1'04"	When it thinks of its deceased mother, it weeps loudly. Mandibuzz that hear its cries will attack it from the air.	The skull it wears on its head is that of its dead mother. According to some, it will evolve when it comes to terms with the pain of her death.	Lonely Pokémon	0.5	0.5	#N/A	Monster	#N/A	Ground	Rock Head / Lightning Rod / Battle Armor*
Marowak	105	105	Marowak	Marowak	Ground	#N/A	Rock Head	Lightning Rod	Battle Armor	60	80	110	50	80	45	425	99.2 lbs.	3'03"	Originally, it was weak and timid. After evolution, its temperament becomes violent, and it begins to wield bones as weapons.	This Pokémon is out for vengeance on its natural enemy, Mandibuzz. It throws bones like boomerangs to try to take it down.	Bone Keeper Pokémon	0.5	0.5	Cubone	Monster	#N/A	Ground	Rock Head / Lightning Rod / Battle Armor*
Hitmonlee	106	106	Hitmonlee	Hitmonlee	Fighting	#N/A	Limber	Reckless	Unburden	50	120	53	35	110	87	455	109.8 lbs.	4'11"			Kicking Pokémon	1	0	Tyrogue	Human-Like	#N/A	Fighting	Limber / Reckless / Unburden*
Hitmonchan	107	107	Hitmonchan	Hitmonchan	Fighting	#N/A	Keen Eye	Iron Fist	Inner Focus	50	105	79	35	110	76	455	110.7 lbs.	4'07"			Punching Pokémon	1	0	Tyrogue	Human-Like	#N/A	Fighting	Keen Eye / Iron Fist / Inner Focus*
Lickitung	108	108	Lickitung	Lickitung	Normal	#N/A	Own Tempo	Oblivious	Cloud Nine	90	55	75	60	75	30	385	144.4 lbs.	3'11"			Licking Pokémon	0.5	0.5	#N/A	Monster	#N/A	Normal	Own Tempo / Oblivious / Cloud Nine*
Koffing	109	109	Koffing	Koffing	Poison	#N/A	Levitate	#N/A	#N/A	40	65	95	60	45	35	340	2.2 lbs.	2'00"			Poison Gas Pokémon	0.5	0.5	#N/A	Amorphous	#N/A	Poison	Levitate
Weezing	110	110	Weezing	Weezing	Poison	#N/A	Levitate	#N/A	#N/A	65	90	120	85	70	60	490	20.9 lbs.	3'11"			Poison Gas Pokémon	0.5	0.5	Koffing	Amorphous	#N/A	Poison	Levitate
Rhyhorn	111	111	Rhyhorn	Rhyhorn	Ground	Rock	Lightning Rod	Rock Head	Reckless	80	85	95	30	30	25	345	253.5 lbs.	3'03"			Spikes Pokémon	0.5	0.5	#N/A	Monster	Field	Ground / Rock	Lightning Rod / Rock Head / Reckless*
Rhydon	112	112	Rhydon	Rhydon	Ground	Rock	Lightning Rod	Rock Head	Reckless	105	130	120	45	45	40	485	264.6 lbs.	6'03"			Drill Pokémon	0.5	0.5	Rhyhorn	Monster	Field	Ground / Rock	Lightning Rod / Rock Head / Reckless*
Chansey	113	113	Chansey	Chansey	Normal	#N/A	Natural Cure	Serene Grace	Healer	250	5	5	35	105	50	450	76.3 lbs.	3'07"	The eggs laid by Chansey are rich in nutrients and a favorite food of many Pokémon.	Not only are these Pokémon fast runners, they're also few in number, so anyone who finds one must be lucky indeed.	Egg Pokémon	0	1	Happiny	Fairy	#N/A	Normal	Natural Cure / Serene Grace / Healer*
Tangela	114	114	Tangela	Tangela	Grass	#N/A	Chlorophyll	Leaf Guard	Regenerator	65	55	115	100	40	60	435	77.2 lbs.	3'03"			Vine Pokémon	0.5	0.5	#N/A	Grass	#N/A	Grass	Chlorophyll / Leaf Guard / Regenerator*
Kangaskhan	115	115	Kangaskhan	Kangaskhan	Normal	#N/A	Early Bird	Scrappy	Inner Focus	105	95	80	40	80	90	490	176.4 lbs.	7'03"	Kangaskhan's maternal love is so deep that it will brave death to protect its offspring.	The child in its pouch leaves home after roughly three years. That is the only time the mother is heard to cry wildly.	Parent Pokémon	0	1	#N/A	Monster	#N/A	Normal	Early Bird / Scrappy / Inner Focus*
Horsea	116	116	Horsea	Horsea	Water	#N/A	Swift Swim	Sniper	Damp	30	40	70	70	25	60	295	17.6 lbs.	1'04"			Dragon Pokémon	0.5	0.5	#N/A	Water 1	Dragon	Water	Swift Swim / Sniper / Damp*
Seadra	117	117	Seadra	Seadra	Water	#N/A	Poison Point	Sniper	Damp	55	65	95	95	45	85	440	55.1 lbs.	3'11"			Dragon Pokémon	0.5	0.5	Horsea	Water 1	Dragon	Water	Poison Point / Sniper / Damp*
Goldeen	118	118	Goldeen	Goldeen	Water	#N/A	Swift Swim	Sniper	Damp	45	67	60	35	50	63	320	33.1 lbs.	2'00"	When the weather grows warm, they form groups and swim upriver. This sight serves as a poetic reminder that spring has arrived.	Spellbound by the length of its horn and the beauty of its fins, many strange Trainers raise Goldeen and nothing but Goldeen.	Goldfish Pokémon	0.5	0.5	#N/A	Water 2	#N/A	Water	Swift Swim / Sniper / Damp*
Seaking	119	119	Seaking	Seaking	Water	#N/A	Swift Swim	Water Veil	Lightning Rod	80	92	65	65	80	68	450	86.0 lbs.	4'03"	When the weather grows cold, its whole body flushes a deep red. This sight serves as a poetic reminder that autumn has arrived.	Trainers who are crazy for Seaking are divided into horn enthusiasts and fin enthusiasts. The two groups do not get along well.	Goldfish Pokémon	0.5	0.5	Goldeen	Water 2	#N/A	Water	Swift Swim / Water Veil / Lightning Rod*
Staryu	120	120	Staryu	Staryu	Water	#N/A	Illuminate	Natural Cure	Analytic	30	45	55	70	55	85	340	76.1 lbs.	2'07"	Large numbers of these Pokémon make their home at the seaside. At night, a strange red glow radiates from the center of their bodies.	This Pokémon gets nibbled on by Lumineon and others. Thanks to its red core, it regenerates fast, so it's unconcerned by their snack attacks.	Star Shape Pokémon	#N/A	#N/A	#N/A	Water 3	#N/A	Water	Illuminate / Natural Cure / Analytic*
Starmie	121	121	Starmie	Starmie	Water	Psychic	Illuminate	Natural Cure	Analytic	60	75	85	100	85	115	520	176.4 lbs.	3'07"	Its shining core is thought to receive and transmit enigmatic signals. It has been known to cause headaches in those who approach it.	Its unusual body shape, reminiscent of abstract art, led local people to spread rumors that this Pokémon may be an invader from outer space.	Mysterious Pokémon	#N/A	#N/A	Staryu	Water 3	#N/A	Water / Psychic	Illuminate / Natural Cure / Analytic*
Mr. Mime	122	122	Mr. Mime	Mr. Mime	Psychic	Fairy	Soundproof	Filter	Technician	40	45	65	100	120	90	460	120.1 lbs.	4'03"			Barrier Pokémon	0.5	0.5	Mime Jr.	Human-Like	#N/A	Psychic / Fairy	Soundproof / Filter / Technician*
Scyther	123	123	Scyther	Scyther	Bug	Flying	Swarm	Technician	Steadfast	70	110	80	55	80	105	500	123.5 lbs.	4'11"	It confuses its prey with its quick, ninja-like movements. Then, in an instant, it cleaves them with its scythes.	While young, they live together deep in the mountains, training themselves in how to fight with their scythes and move at high speeds.	Mantis Pokémon	0.5	0.5	#N/A	Bug	#N/A	Bug / Flying	Swarm / Technician / Steadfast*
Jynx	124	124	Jynx	Jynx	Ice	Psychic	Oblivious	Forewarn	Dry Skin	65	50	35	115	95	95	455	89.5 lbs.	4'07"			Human Shape Pokémon	0	1	Smoochum	Human-Like	#N/A	Ice / Psychic	Oblivious / Forewarn / Dry Skin*
Electabuzz	125	125	Electabuzz	Electabuzz	Electric	#N/A	Static	#N/A	Vital Spirit	65	83	57	95	85	105	490	66.1 lbs.	3'07"	Half of all sudden blackouts are caused by Electabuzz gathering at electric power plants and gobbling up electricity.	Electricity leaks from it in amounts far greater than the amount of electricity it eats.	Electric Pokémon	0.75	0.25	Elekid	Human-Like	#N/A	Electric	Static / Vital Spirit*
Magmar	126	126	Magmar	Magmar	Fire	#N/A	Flame Body	#N/A	Vital Spirit	65	95	57	100	85	93	495	98.1 lbs.	4'03"	When it's tired, it leaps into the mouth of a volcano and soaks its body in magma to ease its weariness. Its body burns at 2,192 degrees F.	When angered, it spouts brilliant fire from all over its body. It doesn't calm down until its opponent has burned to ash.	Spitfire Pokémon	0.75	0.25	Magby	Human-Like	#N/A	Fire	Flame Body / Vital Spirit*
Pinsir	127	127	Pinsir	Pinsir	Bug	#N/A	Hyper Cutter	Mold Breaker	Moxie	65	125	100	55	70	85	500	121.3 lbs.	4'11"	It grips its prey in its pincers and splits them apart. Although it is a powerful Pokémon, it can't deal with the cold.	One solid blow from its horns is enough to split apart a large tree. Its greatest rival in Alola is Vikavolt.	Stag Beetle Pokémon	0.5	0.5	#N/A	Bug	#N/A	Bug	Hyper Cutter / Mold Breaker / Moxie*
Tauros	128	128	Tauros	Tauros	Normal	#N/A	Intimidate	Anger Point	Sheer Force	75	100	95	40	70	110	490	194.9 lbs.	4'07"	Historically, people in areas all over the world have ridden Tauros, but the practice is said to have started in Alola.	Although it's known to be a fierce Pokémon, Tauros in the Alola region are said to possess a measure of calmness.	Wild Bull Pokémon	1	0	#N/A	Field	#N/A	Normal	Intimidate / Anger Point / Sheer Force*
Magikarp	129	129	Magikarp	Magikarp	Water	#N/A	Swift Swim	#N/A	Rattled	20	10	55	15	20	80	200	22.0 lbs.	2'11"	Although weak and helpless, this Pokémon is incredibly fertile. They exist in such multitudes, you'll soon grow tired of seeing them.	Its reckless leaps make it easy pickings for predators. On the bright side, many Pokémon enjoy longer life spans, thanks to Magikarp.	Fish Pokémon	0.5	0.5	#N/A	Water 2	Dragon	Water	Swift Swim / Rattled*
Gyarados	130	130	Gyarados	Gyarados	Water	Flying	Intimidate	#N/A	Moxie	95	125	79	60	100	81	540	518.1 lbs.	21'04"	A tale is told of a town that angered Gyarados. Before the sun rose the next day, flames utterly consumed the town, leaving not a trace behind.	There are people who swear that any place Gyarados appears is fated for destruction.	Atrocious Pokémon	0.5	0.5	Magikarp	Water 2	Dragon	Water / Flying	Intimidate / Moxie*
Lapras	131	131	Lapras	Lapras	Water	Ice	Water Absorb	Shell Armor	Hydration	130	85	80	85	95	60	535	485.0 lbs.	8'02"	Its high intelligence enables it to comprehend human speech. When it's in a good mood, it sings in its beautiful voice.	These Pokémon were once near extinction due to poaching. Following protective regulations, there is now an overabundance of them.	Transport Pokémon	0.5	0.5	#N/A	Monster	Water 1	Water / Ice	Water Absorb / Shell Armor / Hydration*
Ditto	132	132	Ditto	Ditto	Normal	#N/A	Limber	#N/A	Imposter	48	48	48	48	48	48	288	8.8 lbs.	1'00"	It can reorganize its cells to make itself into a duplicate of anything it sees. The quality of the duplicate depends on the individual.	With its astonishing capacity for metamorphosis, it can get along with anything. It does not get along well with its fellow Ditto.	Transform Pokémon	#N/A	#N/A	#N/A	Ditto	#N/A	Normal	Limber / Imposter*
Eevee	133	133	Eevee	Eevee	Normal	#N/A	Run Away	Adaptability	Anticipation	55	55	50	45	65	55	325	14.3 lbs.	1'00"	Possessing an unbalanced and unstable genetic makeup, it conceals many possible evolutions.	Current studies show it can evolve into an incredible eight different species of Pokémon.	Evolution Pokémon	0.875	0.125	#N/A	Field	#N/A	Normal	Run Away / Adaptability / Anticipation*
